title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
Government Allocation Land,land,"iberekodo, ibeju lekki, lagos",50000000.0,mid,,,,2026-05-01,2026-01-26,2026-05,Lagos
Luxury Fully Furnished 2 Bedroom Terrace,flat/apartment,"peace estate, sangotedo, ajah, lagos",90000000.0,high,2.0,,45000000.0,,2026-01-26,NaT,Lagos
Luxury 4 Bedroom Duplex,house,"orchid, lekki, lagos",290000000.0,high,4.0,4.0,72500000.0,,2026-01-26,NaT,Lagos
Furnished 5 Bedrooms Detached Duplex With Bq,detached duplex,"royal garden estate, ajah, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-18,NaT,Lagos
"Astonished 5 Bedrooms Detached Duplex With Swimming Pool, Study And Bq",detached duplex,"royal garden estate, ajah, lagos",500000000.0,high,5.0,5.0,100000000.0,2025-03-12,2025-12-29,2025-03,Lagos
"Brand New 5 Bedrooms Detached Duplex With Pool, Cinema & 2 Bedrooms Bq",detached duplex,"royal garden estate, ajah, lagos",700000000.0,high,5.0,5.0,140000000.0,2025-03-12,2025-12-29,2025-03,Lagos
"Brand New 5 Bedrooms Detached Duplex With Pool, Penthouse And Bq",detached duplex,"royal garden estate, ajah, lagos",550000000.0,high,5.0,5.0,110000000.0,2025-01-12,2025-12-29,2025-01,Lagos
"6 Bedrooms Detached Duplex With Swimming Pool, Penthouse & Bq",detached duplex,"royal garden estate, ajah, lagos",600000000.0,high,6.0,6.0,100000000.0,,2025-12-29,NaT,Lagos
Luxury 5 Bedrooms Detached Duplex With Swimming Pool And Bq,detached duplex,"royal garden estate, ajah, lagos",650000000.0,high,5.0,5.0,130000000.0,,2025-12-29,NaT,Lagos
"Brand New 6 Bedroom Detached Duplex With Pool, Penthouse, Cinema & Bq",detached duplex,"royal garden estate, ajah, lagos",450000000.0,high,6.0,6.0,75000000.0,,2026-01-10,NaT,Lagos
Luxury 5 Bedroom Detached Duplex With Swimming Pool And Bq,detached duplex,"royal garden estate, ajah, lagos",550000000.0,high,5.0,5.0,110000000.0,2025-01-11,2025-12-29,2025-01,Lagos
Luxury 5 Bedrooms Detached Duplex With Swimming Pool And Bq,detached duplex,"royal garden estate, ajah, lagos",450000000.0,high,5.0,5.0,90000000.0,,2025-12-29,NaT,Lagos
"Luxury 5 Bedrooms Detached Duplex With Pool, Cinema,  Penthouse & Elev",detached duplex,"royal garden estate, ajah, lagos",1000000000.0,high,5.0,5.0,200000000.0,,2025-12-29,NaT,Lagos
An Advanced 6 Bedroom Duplex Carcass In A Mini Estate Of 4 Units,house,"by gilmore, jahi, abuja",480000000.0,high,6.0,,80000000.0,,2026-01-22,NaT,Abuja
Newly Built 4 Bedroom Fully Detached Duplex With Bq,fully detached,"isheri north, lagos",2500000000.0,high,4.0,5.0,625000000.0,,2026-01-26,NaT,Lagos
Magnificent 5 Bedroom With A Private Pool,flat/apartment,"chevron tollgate, lekki, lagos",500000000.0,high,5.0,6.0,100000000.0,,2026-01-26,NaT,Lagos
Luxury 5bedroom Detached Duplex,detached duplex,"by nigerian army wives association estate, galadimawa, abuja",150000000.0,high,5.0,5.0,30000000.0,,2026-01-26,NaT,Abuja
Luxury 2bedroom Apartment With Study Room,flat/apartment,"by lento aluminum, jabi, abuja",60000000.0,high,2.0,3.0,30000000.0,,2026-01-26,NaT,Abuja
Old Bungalow On 1700sqm,land,"kado estate, kado, abuja",800000000.0,high,4.0,5.0,200000000.0,,2026-01-26,NaT,Abuja
750sqm Dry Land,land,"royal garden estate, ajah, lagos",260000000.0,high,,,,,2026-01-26,NaT,Lagos
4 Bedroom Terrace Duplex,house,"suram estate, pyakasa, lugbe district, abuja",20000000.0,mid,4.0,5.0,5000000.0,2026-02-01,2026-01-26,2026-02,Abuja
"Luxury 4 Bedroom Terrace Duplex With Swimming Pool, Bq",house,"lekki phase 1, lekki, lagos",470000000.0,high,4.0,4.0,117500000.0,,2026-01-26,NaT,Lagos
A Well Maintained Spacious 5 Bedroom Fully Detached Duplex With Bq,fully detached,"lekki phase 1, lekki, lagos",1300000000.0,high,5.0,5.0,260000000.0,,2026-01-26,NaT,Lagos
Luxury Modern Stunning 5bed Detached Duplex + Bq + Pool + Cinema,detached duplex,"lekki phase 1, lekki, lagos",1400000000.0,high,5.0,5.0,280000000.0,,2026-01-26,NaT,Lagos
2 Bedroom Apartment,flat/apartment,"lekki phase 1, lekki, lagos",400000000.0,high,2.0,2.0,200000000.0,,2026-01-25,NaT,Lagos
3 Bedroom Flat,flat/apartment,"lekki phase 1, lekki, lagos",480000000.0,high,3.0,3.0,160000000.0,,2026-01-26,NaT,Lagos
Neatly Built 4 Bedroom Terrace Duplex With Bq,house,"osapa, lekki, lagos",330000000.0,high,4.0,4.0,82500000.0,,2026-01-26,NaT,Lagos
Four 4 Bedroom Fully Detached Duplex+ Bq,fully detached,"off college road, fagba, agege, lagos",240000000.0,high,4.0,4.0,60000000.0,2026-11-01,2026-01-11,2026-11,Lagos
A Plot Of Land Available,land,"mayfair gardens estate, awoyaya, ibeju lekki, lagos",190000000.0,high,,,,,2026-01-26,NaT,Lagos
A Plot Of Land Available,land,"mayfair gardens estate, awoyaya, ibeju lekki, lagos",140000000.0,high,,,,,2026-01-26,NaT,Lagos
Newly Built Luxury 4-bedroom Terraced Duplex With 1-bedroom Bq,terraced duplex,"diplomatic zone, katampe extension, katampe, abuja",400000000.0,high,4.0,4.0,100000000.0,,2026-01-26,NaT,Abuja
Luxury 4 Bedrooms Semi-detached Duplex,semi detached duplex,"beechwood estate, imalete alafia, ibeju lekki, lagos",160000000.0,high,4.0,5.0,40000000.0,,2026-01-26,NaT,Lagos
4 Bedroom Carcass Duplex Available,house,"beechwood estate, imalete alafia, ibeju lekki, lagos",100000000.0,high,4.0,,25000000.0,,2026-01-26,NaT,Lagos
4 Bedroom Detached Duplex,detached duplex,"ikota, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-26,NaT,Lagos
Most Affordable Land,land,"olodo  odeda, abeokuta south, ogun",375000.0,low,,,,,2026-01-26,NaT,Ogun
Well Finished 4 Bedroom Terrace Duplex With 2 Rooms Bq & Swimming Pool,house,"parkview estate, ikoyi, lagos",1200000000.0,high,4.0,4.0,300000000.0,,2026-01-26,NaT,Lagos
Residential Land,land,"ekpene ukim, uruan lga, off airport road, uyo, akwa ibom",5000000.0,low,,,,,2026-01-26,NaT,Akwa Ibom
"250sqm, 400sqm And 500sqm Plots With Payment Plan",land,"idu industrial, abuja",11000000.0,mid,,,,,2026-01-26,NaT,Abuja
Luxury 4 Bedroom Duplex,house,"orchid, lekki, lagos",290000000.0,high,4.0,4.0,72500000.0,,2026-01-26,NaT,Lagos
Furnished 5 Bedrooms Detached Duplex With Bq,detached duplex,"royal garden estate, ajah, lagos",400000000.0,high,5.0,5.0,80000000.0,,2026-01-18,NaT,Lagos
"Astonished 5 Bedrooms Detached Duplex With Swimming Pool, Study And Bq",detached duplex,"royal garden estate, ajah, lagos",500000000.0,high,5.0,5.0,100000000.0,2025-03-12,2025-12-29,2025-03,Lagos
Distress Shell 5 Bedroom Terrace Duplex,house,"ken nnamani street, wuye, abuja",210000000.0,high,5.0,5.0,42000000.0,2025-11-09,2026-01-25,2025-11,Abuja
A Newly Built Spacious 2 Bedroom Terrace Duplex With Bq,house,"omole phase 2, ikeja, lagos",250000000.0,high,2.0,2.0,125000000.0,,2026-01-26,NaT,Lagos
5 Bedroom Semi-detached Duplexes With Bq,semi detached duplex,"lekki phase 1, lekki, lagos",700000000.0,high,5.0,5.0,140000000.0,,2026-01-26,NaT,Lagos
Luxury Brand Newly Build 1 And 2 Bedroom Apartment With Swimming Pool,flat/apartment,"ajah, lekki phase 2, lekki, lagos",85000000.0,high,2.0,2.0,42500000.0,,2026-01-26,NaT,Lagos
Impeccable Fully Serviced 4 Bedroom Terrace Duplex,house,"ikate elegushi, lekki, lagos",260000000.0,high,4.0,5.0,65000000.0,,2026-01-26,NaT,Lagos
Multi Storey Block Of Flats With 2 & 1 Bedroom Plus Self Contain,house,"chibeco avenue off km 16, port harcourt - aba expressway, elelenwo, port harcourt, rivers",110000000.0,high,2.0,3.0,55000000.0,,2026-01-26,NaT,Rivers
A Plot Of Land Available,land,"mayfair gardens estate, awoyaya, ibeju lekki, lagos",190000000.0,high,,,,,2026-01-26,NaT,Lagos
A Plot Of Land Available,land,"mayfair gardens estate, awoyaya, ibeju lekki, lagos",140000000.0,high,,,,,2026-01-26,NaT,Lagos
Newly Built 4 Bedroom Terrace Duplex With Bq,house,"adeniyi jones, ikeja, lagos",285000000.0,high,4.0,4.0,71250000.0,,2026-01-26,NaT,Lagos
Exquisite & Newly Built Mini Flat,flat/apartment,"off pedro road, pedro, gbagada, lagos",40000000.0,mid,1.0,1.0,40000000.0,,2026-01-26,NaT,Lagos
Newly Built Luxury 4-bedroom Terraced Duplex With 1-bedroom Bq,terraced duplex,"diplomatic zone, katampe extension, katampe, abuja",400000000.0,high,4.0,4.0,100000000.0,,2026-01-26,NaT,Abuja
Luxury Well Furnished 2 Bedroom Flat,flat/apartment,"ikate, lekki, lagos",260000000.0,high,2.0,2.0,130000000.0,,2026-01-23,NaT,Lagos
Prime Residential 4-bedroom Home With Bq,flat/apartment,"orchid, lekki, lagos",400000000.0,high,4.0,4.0,100000000.0,,2026-01-26,NaT,Lagos
Exquisitely Built 4 Bedroom Semi Detached Duplex,semi detached duplex,"surulere, lagos",270000000.0,high,4.0,,67500000.0,,2026-01-26,NaT,Lagos
5 Bedroom House With A Bq And Cinema,flat/apartment,"magodo gra phase 1, magodo, lagos",450000000.0,high,5.0,5.0,90000000.0,,2026-01-26,NaT,Lagos
4 Beds Gated Semidetached  Duplex & Bq With A Private Compound,semi detached duplex,"lugbe district, abuja",125000000.0,high,4.0,4.0,31250000.0,,2026-01-26,NaT,Abuja
Bungalow On A Full Plot Of Land,land,"off herbert macaulay, yaba, lagos",400000000.0,high,,,,,2026-01-26,NaT,Lagos
"Magnificent 5 Bedroom With A Private Pool, Exterior Lounge, Cinema & Gym",flat/apartment,"osapa london, lekki, lagos",1550000000.0,high,5.0,6.0,310000000.0,,2026-01-26,NaT,Lagos
300sqm Residential Serviced Plot,land,"idera scheme, ibeju lekki, lagos",38000000.0,mid,,,,,2026-01-26,NaT,Lagos
"Majestic,detailed 5 Bedroom Detached Duplex With Swimming Pool",detached duplex,"chevron drive, lekki, lagos",600000000.0,high,5.0,5.0,120000000.0,,2026-01-26,NaT,Lagos
Smart Luxury Fully Automated 6 Bedroom Mansion With 7 Seat Cinema Room,flat/apartment,"cityscape estate, guzape district, abuja",1200000000.0,high,6.0,6.0,200000000.0,2026-12-01,2026-01-22,2026-12,Abuja
"1214sqm Location:joel Ogunnaike , Gra Ikeja",land,"ikeja gra, ikeja, lagos",3000000000.0,high,,,,,2026-01-26,NaT,Lagos
3 Plots Of Dry Land,land,"ikeja gra, ikeja, lagos",3000000000.0,high,,,,,2026-01-25,NaT,Lagos
Cozy 4 Bedrooms Duplex,house,"harmony estate, ogba, ikeja, lagos",210000000.0,high,4.0,4.0,52500000.0,2025-02-12,2026-01-15,2025-02,Lagos
5 Bedroom Semi-detached Duplexes With Bq,semi detached duplex,"lekki phase 1, lekki, lagos",700000000.0,high,5.0,5.0,140000000.0,,2026-01-26,NaT,Lagos
Multi Storey Block Of Flats With 2 & 1 Bedroom Plus Self Contain,house,"chibeco avenue off km 16, port harcourt - aba expressway, elelenwo, port harcourt, rivers",110000000.0,high,2.0,3.0,55000000.0,,2026-01-26,NaT,Rivers
Beautifully Built 5 Bedroom Duplex With Attached Bq,house,"lola holloway, omole phase 1, ikeja, lagos",850000000.0,high,5.0,5.0,170000000.0,,2026-01-15,NaT,Lagos
Newly Built 4 Bedrooms Terraced Duplex With Bq,terraced duplex,"adeniyi jones, ikeja, lagos",350000000.0,high,4.0,,87500000.0,,2026-01-22,NaT,Lagos
Exquisite & Newly Built Mini Flat,flat/apartment,"off pedro road, pedro, gbagada, lagos",40000000.0,mid,1.0,1.0,40000000.0,,2026-01-26,NaT,Lagos
Well Planned 2-bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",120000000.0,high,2.0,3.0,60000000.0,,2026-01-26,NaT,Lagos
Video: This Edifice Designed 4 Bedroom Is Meant For You,flat/apartment,"idado, lekki, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-23,NaT,Lagos
5 Bedroom Fully Detached Duplex With Swimming Pool & Private Gym,fully detached,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,,2026-01-26,NaT,Lagos
Luxury 6 Units Of 2 Bedroom Apartment,flat/apartment,"jahi, abuja",900000000.0,high,12.0,12.0,75000000.0,,2026-01-26,NaT,Abuja
3 Bedrooms Apartment,flat/apartment,"kaura, abuja",130000000.0,high,3.0,3.0,43333333.33,,2026-01-26,NaT,Abuja
Beatiful 5 Bedrooms Duplex With A Bq In A Secured Estate,house,"ire akari estate, akala express, oluyole extension, ibadan, oyo",140000000.0,high,5.0,6.0,28000000.0,2025-12-05,2026-01-23,2025-12,Oyo
Spacious Built 3 Bedroom Apartment With A Room Bq,flat/apartment,"yaba, lagos",195000000.0,high,4.0,,48750000.0,,2026-01-25,NaT,Lagos
4 Bedroom Semi Detached Duplex With A Room Boys Quarter,semi detached duplex,"lekki scheme 2,peninsula esate, lekki, lagos",230000000.0,high,5.0,5.0,46000000.0,,2026-01-26,NaT,Lagos
Strategic 5 Flats In A Nice Neighborhood,flat/apartment,"icast area, elebu off akala express, ibadan, oyo",80000000.0,high,9.0,9.0,8888888.889,2024-11-09,2026-01-23,2024-11,Oyo
Prime Residential 4-bedroom Home With Bq,flat/apartment,"orchid, lekki, lagos",400000000.0,high,4.0,4.0,100000000.0,,2026-01-26,NaT,Lagos
Exquisitely Built 4 Bedroom Semi Detached Duplex,semi detached duplex,"surulere, lagos",270000000.0,high,4.0,,67500000.0,,2026-01-26,NaT,Lagos
Pristine 3 Bedroom Penthouse With Luxury Finishings,flat/apartment,"off oladipo diya road, gaduwa, abuja",185000000.0,high,3.0,3.0,61666666.67,,2026-01-15,NaT,Abuja
Top Luxurious Automated Smart Home 5 Bedrom Fully Detached Duplex & Bq,fully detached,"off issac john street, ikeja gra, ikeja, lagos",1250000000.0,high,5.0,6.0,250000000.0,2025-03-07,2026-01-26,2025-03,Lagos
"Massive 4,300 Sqm Commercial Land Directly On A Commercial Street.",land,"commercial street, ikeja gra, ikeja, lagos",12000000000.0,high,,,,,2026-01-26,NaT,Lagos
Cozy 4 Bedrooms Duplex,house,"harmony estate, ogba, ikeja, lagos",210000000.0,high,4.0,4.0,52500000.0,2025-02-12,2026-01-15,2025-02,Lagos
"A Demolish Able Bungalow Along  Muritala Road, Bariga.",bungalow,"muritala road, bariga., bariga, shomolu, lagos",200000000.0,high,,,,,2026-01-26,NaT,Lagos
Beautifully Built 5 Bedroom Duplex With Attached Bq,house,"lola holloway, omole phase 1, ikeja, lagos",850000000.0,high,5.0,5.0,170000000.0,,2026-01-15,NaT,Lagos
Self Serviced 3 Bedroom Terrace Duplex,house,"sangotedo ajah lagos, sangotedo, ajah, lagos",95000000.0,high,3.0,3.0,31666666.67,,2026-01-26,NaT,Lagos
Self Serviced 4 Bedroom Terrace Duplex,house,"sangotedo ajah lagos, sangotedo, ajah, lagos",125000000.0,high,4.0,4.0,31250000.0,,2026-01-26,NaT,Lagos
Luxury 5-bedroom Fully Detached House + Bq,fully detached,"ologolo, lekki, lagos",420000000.0,high,5.0,6.0,84000000.0,,2026-01-26,NaT,Lagos
Newly Built 2 Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",150000000.0,high,2.0,2.0,75000000.0,,2026-01-26,NaT,Lagos
Well Designed 1-bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",60000000.0,high,1.0,2.0,60000000.0,,2026-01-26,NaT,Lagos
Luxury 5 Bedroom Fully Detached House With Swimming Pool & Bq,fully detached,"ikota, lekki, lagos",430000000.0,high,5.0,4.0,86000000.0,,2026-01-26,NaT,Lagos
5 Bedroom Fully Detached Duplex With Swimming Pool & Private Gym,fully detached,"ikota, lekki, lagos",460000000.0,high,5.0,5.0,92000000.0,,2026-01-26,NaT,Lagos
6 Bedroom Mansion,flat/apartment,"wuse 2, abuja",2800000000.0,high,6.0,,466666666.7,,2025-12-15,NaT,Abuja
Fenced And Gated 20 Acres Of Land With C Of O,land,"before sagamu interchange, lagos - ibadan expressway, km 46, ogun",250000000.0,high,,,,,2026-01-16,NaT,Lagos
Luxury Executive 4 Bedroom Bungalow,bungalow,"lugbe district, abuja",190000000.0,high,4.0,4.0,47500000.0,,2026-01-24,NaT,Abuja
Semi Finished  5-bedroom Terrace With Breathtaking View.,flat/apartment,"katampe, abuja",450000000.0,high,5.0,5.0,90000000.0,,2026-01-24,NaT,Abuja
3 Bedroom Penthouse Flat With Bq,flat/apartment,"freedom way, lekki, lagos",459000000.0,high,3.0,3.0,153000000.0,,2026-01-26,NaT,Lagos
Luxury 6 Units Of 2 Bedroom Apartment,flat/apartment,"jahi, abuja",900000000.0,high,12.0,12.0,75000000.0,,2026-01-26,NaT,Abuja
3 Bedrooms Apartment,flat/apartment,"kaura, abuja",130000000.0,high,3.0,3.0,43333333.33,,2026-01-26,NaT,Abuja
Elegantly Built 5 Bedroom Fully Detached Home With Swimming Pool,fully detached,"lekki phase 1, lekki, lagos",1200000000.0,high,5.0,,240000000.0,,2026-01-19,NaT,Lagos
"Luxurious 6 Bedroom Fully Detached Duplex With Bq, Swimming Pool On 650 Sqm",land,"off issac john street, ikeja gra, ikeja, lagos",1750000000.0,high,6.0,7.0,291666666.7,2025-08-09,2026-01-26,2025-08,Lagos
Luxurious Automated Smart Home 7  Bedroom Fully Detached House 1bq,fully detached,"off isaac hohn street, ikeja gra, ikeja, lagos",1800000000.0,high,7.0,9.0,257142857.1,2025-12-07,2026-01-26,2025-12,Lagos
Top Luxurious Automated Smart Home 5 Bedrom Fully Detached Duplex & Bq,fully detached,"off issac john street, ikeja gra, ikeja, lagos",1250000000.0,high,5.0,6.0,250000000.0,2025-03-07,2026-01-26,2025-03,Lagos
"Massive 4,300 Sqm Commercial Land Directly On A Commercial Street.",land,"commercial street, ikeja gra, ikeja, lagos",12000000000.0,high,,,,,2026-01-26,NaT,Lagos
Massive Expansion Of Land Partitioned By Per Plots,land,"chevron drive by ebeanor super market, lekki expressway, lekki, lagos",300000000.0,high,,,,2025-05-07,2026-01-26,2025-05,Lagos
"Classic 6 Bedroom Duplex With 3 Bedroom Flat, Pool",house,"victory park, osapa, lekki, lagos",1400000000.0,high,6.0,6.0,233333333.3,,2026-01-26,NaT,Lagos
"Spacious 6 Bedroom Fully Detached Smart Home With 3bqs, Swimming Pool,",fully detached,"banana island, banana island, ikoyi, lagos",5000000000.0,high,6.0,7.0,833333333.3,,2026-01-25,NaT,Lagos
Self Serviced 3 Bedroom Terrace Duplex,house,"sangotedo ajah lagos, sangotedo, ajah, lagos",95000000.0,high,3.0,3.0,31666666.67,,2026-01-26,NaT,Lagos
From 250 Sqm To 400sqm Estate Lamd,land,"hutu, kiami, lugbe district, abuja",12500000.0,mid,,,,,2026-01-26,NaT,Abuja
Well Planned 1- Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",85000000.0,high,1.0,2.0,85000000.0,,2026-01-26,NaT,Lagos
Luxury 5-bedroom Fully Detached House + Bq,fully detached,"ologolo, lekki, lagos",420000000.0,high,5.0,6.0,84000000.0,,2026-01-26,NaT,Lagos
Luxury 5 Bedroom Fully Detached House With Swimming Pool & Bq,fully detached,"ikota, lekki, lagos",430000000.0,high,5.0,4.0,86000000.0,,2026-01-26,NaT,Lagos
"53 Unit Shops, 2floors, 2,483sqm",land,"mpape, abuja",1500000000.0,high,,,,,2026-01-26,NaT,Abuja
Newly Built 4 Bedroom Duplex With Bq,house,"admiralty estate, asokoro district, abuja",350000000.0,high,4.0,4.0,87500000.0,,2026-01-26,NaT,Abuja
"12 Units Of 2 Bedrm Flat, 2 Units Of 3 Bedrm Duplex & 16 Units Studio",house,"off bode thomas street, surulere, lagos",3500000000.0,high,46.0,80.0,76086956.52,2025-01-08,2026-01-26,2025-01,Lagos
Newly Built 4 Bedroom Duplex With Bq (carcass),house,"admiralty estate, asokoro district, abuja",185000000.0,high,4.0,4.0,46250000.0,,2026-01-26,NaT,Abuja
"12 Units Of 2bedrm, 2 Units Of 3 Bedroom Duplex &16 Units Of 1 Bedroom",house,"off bode thomas street, surulere, lagos",3500000000.0,high,38.0,38.0,92105263.16,,2026-01-26,NaT,Lagos
6 Bedroom Mansion,flat/apartment,"wuse 2, abuja",2800000000.0,high,6.0,,466666666.7,,2025-12-15,NaT,Abuja
Fenced And Gated 20 Acres Of Land With C Of O,land,"before sagamu interchange, lagos - ibadan expressway, km 46, ogun",250000000.0,high,,,,,2026-01-16,NaT,Lagos
"Serviced Luxury Off Plan Glass 2 Bedrooms Condo With Concierge, Pool, Bq",flat/apartment,"ahmadu bello way, victoria island (vi), lagos",350000000.0,high,2.0,2.0,175000000.0,,2025-11-14,NaT,Lagos
"Luxurious 6 Bedroom Fully Detached Duplex With Bq, Swimming Pool On 650 Sqm",land,"off issac john street, ikeja gra, ikeja, lagos",1750000000.0,high,6.0,7.0,291666666.7,2025-08-09,2026-01-26,2025-08,Lagos
Luxurious 3 Bedroom Apartment With Bq In A Good Neighbourhood,flat/apartment,"off allen avenue, allen, ikeja, lagos",250000000.0,high,3.0,4.0,83333333.33,2025-07-11,2026-01-26,2025-07,Lagos
Fully Serviced 10 Flats ( 3 Bedrooms With Bq And 2 Bedrooms,flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",320000000.0,high,3.0,3.0,106666666.7,,2026-01-26,NaT,Lagos
"Classic 6 Bedroom Duplex With 3 Bedroom Flat, Pool",house,"victory park, osapa, lekki, lagos",1400000000.0,high,6.0,6.0,233333333.3,,2026-01-26,NaT,Lagos
4 Bedroom Detached Duplex,detached duplex,"new bodija, ibadan, oyo",200000000.0,high,4.0,5.0,50000000.0,,2026-01-26,NaT,Oyo
Luxury 4 Bedrooms Bungalow,bungalow,"airforce estate, akobo, ibadan, oyo",85000000.0,high,4.0,4.0,21250000.0,2025-01-09,2026-01-26,2025-01,Oyo
Luxury 5 Bedroom Detached Duplex + Bq + Swimming Pool,detached duplex,"carlton gate estate, akobo, ibadan, oyo",310000000.0,high,5.0,6.0,62000000.0,,2026-01-26,NaT,Oyo
"700sqm, Residential, Fcda R Of O",land,"apo resettlement, apo, abuja",120000000.0,high,,,,,2026-01-26,NaT,Abuja
Land Measuring About 1000sm,land,"opposite ui, ibadan, oyo",80000000.0,high,,,,,2026-01-26,NaT,Oyo
4 Bedroom Fully Detached Duplex With Bq,fully detached,"ikolaba gra agodi, ibadan, oyo",200000000.0,high,4.0,5.0,50000000.0,,2026-01-26,NaT,Oyo
Luxury Hotel Of About 25 Rooms,hotel / guest house,"bodija, ibadan, oyo",200000000.0,high,25.0,,8000000.0,,2026-01-26,NaT,Oyo
Commercial Land Measuring About 1400sm,land,"iwo road - ojoo express, ibadan, oyo",200000000.0,high,,,,,2026-01-26,NaT,Oyo
Multiple Units  Apartments,flat/apartment,"alakia isebo, ibadan, oyo",130000000.0,high,12.0,,10833333.33,,2026-01-26,NaT,Oyo
Luxury 5 Bedroom House,flat/apartment,"akobo ojurin, ibadan, oyo",55000000.0,high,5.0,5.0,11000000.0,,2026-01-26,NaT,Oyo
4-beds Duplex With Bq On 658sqm,land,"sangotedo, ajah, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-26,NaT,Lagos
5-beds Duplex With Bq On 320sqm.,land,"sangotedo, ajah, lagos",160000000.0,high,5.0,5.0,32000000.0,,2026-01-26,NaT,Lagos
"Exquisitely Built & Well Finished 5 Bedroom Detached Duplex, Sw/p & Bq",detached duplex,"maryland, lagos",550000000.0,high,5.0,6.0,110000000.0,2025-01-10,2026-01-26,2025-01,Lagos
"53 Unit Shops, 2floors, 2,483sqm",land,"mpape, abuja",1500000000.0,high,,,,,2026-01-26,NaT,Abuja
Exquisite 2 Bedroom Terrace Duplex,house,"bera estate, lekki, lagos",98000000.0,high,2.0,2.0,49000000.0,,2025-12-18,NaT,Lagos
Luxury 2 Units Of 3 Bedroom Terrace Duplexes & 2 Units Of 2 Bedroom Flats,house,"off kudirat abiola way, oregun, ikeja, lagos",680000000.0,high,10.0,10.0,68000000.0,,2026-01-26,NaT,Lagos
Block Of 4 Flat,flat/apartment,"mafoluku, mafoluku, oshodi, lagos",170000000.0,high,3.0,2.0,56666666.67,,2026-01-26,NaT,Lagos
8 Units Of 1 Bedroom Flats All Rooms Ensuite Each With Spacious Room,flat/apartment,"langbasa, badore, ajah, lagos",155000000.0,high,1.0,1.0,155000000.0,,2026-01-26,NaT,Lagos
"A Newly Built Luxury 3b Flat All Rooms Ensuite With Acs, 24hr Power",flat/apartment,"osborne foreshore phase two, osborne, ikoyi, lagos",300000000.0,high,3.0,3.0,100000000.0,,2026-01-26,NaT,Lagos
Luxury 4 Bedrooms Bungalow,bungalow,"airforce estate, akobo, ibadan, oyo",85000000.0,high,4.0,4.0,21250000.0,2025-01-09,2026-01-26,2025-01,Oyo
Spacious 2- Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",125000000.0,high,2.0,2.0,62500000.0,,2026-01-26,NaT,Lagos
A Finished 4 Bedroom Cornerpiece Terrace Duplex With All Rooms Ensuite,house,"lekki gardens phase two, ajiwe, ajah, lagos",78000000.0,high,4.0,4.0,19500000.0,2026-09-01,2026-01-26,2026-09,Lagos
A Fully Detached 4 Bedroom Duplex Plus A Bq On About 350sqm Land,land,"thomas estate, ajiwe, ajah, lagos",155000000.0,high,4.0,4.0,38750000.0,,2026-01-26,NaT,Lagos
"A Newly Built 3 Bedroom Carcass Terraced Duplex, Middle Piece",terraced duplex,"paradise court scheme 2, off bueno vista, orchid road, ikota, lekki, lagos",82000000.0,high,3.0,3.0,27333333.33,2025-03-07,2026-01-26,2025-03,Lagos
A Finished 3 Bedroom Terraced Duplex (tenanted) With All Rooms Ensuite,terraced duplex,"lekki gardens estate phase four, alasia, ajah, lagos",80000000.0,high,3.0,3.0,26666666.67,,2026-01-26,NaT,Lagos
Luxury 4 Bedroom Duplex,house,"carlton gate estate, ibadan, oyo",170000000.0,high,4.0,,42500000.0,2026-10-01,2026-01-26,2026-10,Oyo
5 Bedroom Duplex With 1 Room Bq,house,"kolapo ishola gra, ibadan, oyo",350000000.0,high,6.0,7.0,58333333.33,,2026-01-26,NaT,Oyo
Luxury 5 Bedroom Duplex With Bq,house,"new oko oba, agege, lagos",330000000.0,high,5.0,5.0,66000000.0,2025-07-12,2026-01-26,2025-07,Lagos
Detached 4 Bedroom Duplex With Bq,detached duplex,"aerodrome gra, ibadan, oyo",300000000.0,high,5.0,5.0,60000000.0,,2026-01-26,NaT,Oyo
Factory Building On About 2500sm Land,land,"podo, ibadan, oyo",350000000.0,high,,,,,2026-01-26,NaT,Oyo
5 Bedroom Detached Duplex With Bq,detached duplex,"new bodija estate, ibadan, oyo",110000000.0,high,5.0,,22000000.0,,2026-01-26,NaT,Oyo
4 Bedroom Duplex,house,"ashi bodija, ibadan north, oyo",180000000.0,high,4.0,,45000000.0,,2026-01-26,NaT,Oyo
Land Measuring About 1000sm,land,"opposite ui, ibadan, oyo",80000000.0,high,,,,,2026-01-26,NaT,Oyo
4 Bedroom Fully Detached Duplex With Bq,fully detached,"ikolaba gra agodi, ibadan, oyo",200000000.0,high,4.0,5.0,50000000.0,,2026-01-26,NaT,Oyo
